user_id,timestamp,song,artist,session_id,duration
1435,2024-11-27 13:05:00,Smells Like Teen Spirit,Nirvana,6958,7.35
1530,2024-08-17 08:46:00,Hey Jude,The Beatles,6823,5.8
1607,2024-03-19 12:49:00,Comfortably Numb,Pink Floyd,5259,4.65
1136,2024-04-26 15:07:00,Back in Black,AC/DC,6545,3.2
1402,2024-10-18 01:29:00,Back in Black,AC/DC,8795,4.61
1923,2024-12-15 16:36:00,Back in Black,AC/DC,9594,3.27
1565,2024-10-28 17:58:00,Hey Jude,The Beatles,9311,6.08
1059,2024-04-11 06:54:00,Hey Jude,The Beatles,9697,7.52
1869,2024-01-31 10:52:00,With or Without You,U2,8540,6.98
1801,2024-04-09 18:03:00,Smells Like Teen Spirit,Nirvana,7499,7.13
1636,2024-06-25 07:11:00,Stairway to Heaven,Led Zeppelin,6447,4.19
1127,2024-03-13 14:43:00,Comfortably Numb,Pink Floyd,8285,5.08
1133,2024-05-09 05:33:00,Hey Jude,The Beatles,8704,7.24
1104,2024-01-10 22:44:00,Back in Black,AC/DC,9425,2.62
1126,2024-07-28 00:21:00,Like a Prayer,Madonna,9545,6.05
1506,2024-01-07 10:58:00,Like a Prayer,Madonna,8604,6.46
1267,2024-11-10 05:59:00,Hey Jude,The Beatles,5453,7.54
1635,2024-04-17 01:00:00,Billie Jean,Michael Jackson,6518,6.28
1131,2024-12-04 04:01:00,Hey Jude,The Beatles,8719,6.82
1201,2024-09-28 13:33:00,Bohemian Rhapsody,Queen,7277,5.0
1458,2024-07-25 23:37:00,Like a Prayer,Madonna,6361,2.61
1634,2024-11-24 21:06:00,Smells Like Teen Spirit,Nirvana,6286,7.97
1417,2024-02-05 00:41:00,Billie Jean,Michael Jackson,6148,4.01
1907,2024-04-14 01:02:00,Billie Jean,Michael Jackson,9416,7.65
1343,2024-01-19 06:56:00,Comfortably Numb,Pink Floyd,7833,4.91
1160,2024-04-27 04:14:00,Comfortably Numb,Pink Floyd,7100,6.85
1893,2024-10-02 04:20:00,Back in Black,AC/DC,5497,7.66
1832,2024-10-02 20:32:00,With or Without You,U2,8454,5.64
1598,2024-05-22 05:09:00,Like a Prayer,Madonna,7207,6.47
1653,2024-10-12 18:10:00,With or Without You,U2,9861,6.97
1444,2024-04-16 19:48:00,Stairway to Heaven,Led Zeppelin,7924,8.22
1268,2024-05-11 18:09:00,Hey Jude,The Beatles,8767,2.83
1075,2024-12-16 18:41:00,Hey Jude,The Beatles,6192,6.9
1230,2024-07-30 18:01:00,Billie Jean,Michael Jackson,8695,2.69
1135,2024-01-21 12:57:00,With or Without You,U2,5138,6.38
1021,2024-01-11 05:08:00,Back in Black,AC/DC,7907,5.82
1090,2024-09-24 17:07:00,Stairway to Heaven,Led Zeppelin,8049,5.5
1009,2024-04-05 21:26:00,Hotel California,Eagles,8713,7.85
1274,2024-07-04 20:19:00,Bohemian Rhapsody,Queen,9092,3.47
1794,2024-02-09 02:17:00,Like a Prayer,Madonna,9209,3.71
1090,2024-10-19 03:00:00,Smells Like Teen Spirit,Nirvana,5073,5.75
1461,2024-10-13 08:49:00,Smells Like Teen Spirit,Nirvana,5940,7.96
1497,2024-06-18 02:26:00,Like a Prayer,Madonna,6897,5.96
1507,2024-07-07 17:02:00,Stairway to Heaven,Led Zeppelin,6878,5.33
1388,2024-10-19 16:14:00,Bohemian Rhapsody,Queen,6845,3.14
1594,2024-08-25 13:42:00,Stairway to Heaven,Led Zeppelin,8324,7.48
1486,2024-03-05 13:41:00,Back in Black,AC/DC,6740,6.8
1860,2024-05-07 21:17:00,Back in Black,AC/DC,7130,5.93
1327,2024-05-21 17:12:00,Bohemian Rhapsody,Queen,5577,6.42
1716,2024-07-11 01:40:00,Like a Prayer,Madonna,7691,5.01
1149,2024-12-08 16:37:00,Hey Jude,The Beatles,8906,8.21
1092,2024-06-23 17:14:00,With or Without You,U2,6131,8.24
1734,2024-10-21 23:07:00,With or Without You,U2,8121,3.34
1355,2024-05-17 15:20:00,Hotel California,Eagles,5968,5.34
1158,2024-10-10 10:12:00,Smells Like Teen Spirit,Nirvana,5930,4.82
1055,2024-07-14 02:22:00,Stairway to Heaven,Led Zeppelin,7557,8.19
1985,2024-06-05 23:18:00,Billie Jean,Michael Jackson,6352,3.95
1738,2024-07-30 14:31:00,Hey Jude,The Beatles,5233,5.12
1250,2024-03-21 22:44:00,Smells Like Teen Spirit,Nirvana,7621,4.01
1729,2024-04-16 09:40:00,Hotel California,Eagles,8917,4.81
1334,2024-12-05 14:57:00,Hotel California,Eagles,6479,4.1
1303,2024-05-24 21:43:00,Comfortably Numb,Pink Floyd,7979,4.18
1802,2024-06-26 01:13:00,Stairway to Heaven,Led Zeppelin,9122,6.43
1044,2024-09-15 20:25:00,With or Without You,U2,6092,8.12
1379,2024-09-23 02:58:00,Billie Jean,Michael Jackson,6810,4.3
1965,2024-10-01 11:47:00,Smells Like Teen Spirit,Nirvana,8351,3.25
1911,2024-06-15 02:20:00,Back in Black,AC/DC,8387,6.81
1285,2024-01-22 13:18:00,Smells Like Teen Spirit,Nirvana,9307,3.85
1749,2024-02-22 06:38:00,Smells Like Teen Spirit,Nirvana,9451,5.56
1446,2024-01-07 06:43:00,Back in Black,AC/DC,7368,7.99
1682,2024-03-01 20:39:00,Billie Jean,Michael Jackson,8406,3.69
1527,2024-12-19 07:22:00,Back in Black,AC/DC,8283,5.18
1298,2024-03-11 14:41:00,With or Without You,U2,5946,3.91
1947,2024-11-10 02:21:00,Stairway to Heaven,Led Zeppelin,7668,7.44
1407,2024-08-14 00:44:00,Billie Jean,Michael Jackson,6781,8.18
1254,2024-03-15 22:19:00,Hey Jude,The Beatles,6768,4.3
1207,2024-06-06 08:12:00,Hey Jude,The Beatles,6527,6.98
1039,2024-03-25 02:59:00,Smells Like Teen Spirit,Nirvana,6557,8.06
1562,2024-12-18 16:45:00,Back in Black,AC/DC,6221,2.54
1512,2024-03-22 09:40:00,Comfortably Numb,Pink Floyd,9435,6.72
1984,2024-05-18 14:30:00,Comfortably Numb,Pink Floyd,9105,8.32
1691,2024-08-11 11:42:00,Bohemian Rhapsody,Queen,7783,4.09
1024,2024-07-25 10:24:00,Billie Jean,Michael Jackson,8443,7.88
1568,2024-12-19 13:43:00,Like a Prayer,Madonna,5120,6.29
1422,2024-02-14 10:41:00,Billie Jean,Michael Jackson,5931,6.92
1655,2024-10-21 12:15:00,Billie Jean,Michael Jackson,5105,5.37
1757,2024-02-17 00:04:00,Billie Jean,Michael Jackson,6946,4.87
1203,2024-12-15 03:15:00,With or Without You,U2,7873,7.81
1418,2024-01-14 16:29:00,Stairway to Heaven,Led Zeppelin,9367,8.44
1306,2024-04-07 15:19:00,With or Without You,U2,5483,4.78
1675,2024-01-20 22:48:00,Hey Jude,The Beatles,5862,4.17
1759,2024-10-18 03:32:00,Back in Black,AC/DC,5898,7.08
1305,2024-07-13 19:34:00,Hey Jude,The Beatles,9245,5.88
1320,2024-03-08 03:34:00,Hey Jude,The Beatles,5819,3.44
1042,2024-11-12 07:37:00,Billie Jean,Michael Jackson,7078,8.38
1013,2024-09-28 22:09:00,Hotel California,Eagles,6059,2.69
1047,2024-05-13 21:57:00,Billie Jean,Michael Jackson,5077,6.02
1418,2024-03-15 20:42:00,Stairway to Heaven,Led Zeppelin,6534,7.12
1485,2024-11-02 12:32:00,Billie Jean,Michael Jackson,8014,4.63
1870,2024-12-05 23:16:00,Smells Like Teen Spirit,Nirvana,5041,8.22
1177,2024-02-25 17:33:00,With or Without You,U2,8426,8.42
1531,2024-03-11 13:45:00,Hotel California,Eagles,9520,8.34
1445,2024-06-08 12:59:00,Bohemian Rhapsody,Queen,9292,7.58
1346,2024-05-14 04:13:00,Billie Jean,Michael Jackson,6833,5.52
1821,2024-12-04 11:10:00,Smells Like Teen Spirit,Nirvana,5507,8.49
1575,2024-10-11 14:30:00,Hey Jude,The Beatles,8894,7.28
1503,2024-09-29 12:06:00,Comfortably Numb,Pink Floyd,5208,6.1
1594,2024-12-25 17:14:00,Like a Prayer,Madonna,8369,3.7
1407,2024-07-07 11:39:00,Bohemian Rhapsody,Queen,8415,3.64
1522,2024-09-17 13:10:00,Stairway to Heaven,Led Zeppelin,9736,7.32
1136,2024-09-12 18:21:00,With or Without You,U2,6304,6.03
1067,2024-02-21 21:55:00,Hotel California,Eagles,7065,7.55
1265,2024-05-20 11:17:00,Smells Like Teen Spirit,Nirvana,5842,3.33
1539,2024-05-13 08:29:00,Bohemian Rhapsody,Queen,9649,3.73
1808,2024-09-04 19:44:00,Like a Prayer,Madonna,6403,8.35
1458,2024-01-02 22:04:00,Billie Jean,Michael Jackson,5276,7.25
1685,2024-05-01 16:26:00,Comfortably Numb,Pink Floyd,9590,4.19
1895,2024-08-22 09:38:00,Comfortably Numb,Pink Floyd,8722,6.9
1008,2024-05-15 01:34:00,Back in Black,AC/DC,5244,8.19
1745,2024-11-29 07:10:00,Hotel California,Eagles,5827,8.04
1822,2024-08-06 19:58:00,Hey Jude,The Beatles,6423,5.89
1925,2024-09-19 02:24:00,With or Without You,U2,9102,4.36
1198,2024-09-17 16:03:00,Smells Like Teen Spirit,Nirvana,9811,3.51
1516,2024-11-22 00:02:00,Bohemian Rhapsody,Queen,7707,8.42
1910,2024-11-10 09:43:00,Smells Like Teen Spirit,Nirvana,7835,6.59
1623,2024-08-05 15:18:00,Hey Jude,The Beatles,5351,5.55
1692,2024-12-14 02:10:00,Like a Prayer,Madonna,6650,5.67
1773,2024-06-02 08:41:00,Back in Black,AC/DC,8832,7.92
1753,2024-10-06 22:53:00,Billie Jean,Michael Jackson,7004,3.75
1012,2024-12-27 04:00:00,Comfortably Numb,Pink Floyd,9480,5.18
1684,2024-06-10 10:35:00,Comfortably Numb,Pink Floyd,9962,4.13
1382,2024-07-21 11:48:00,Hey Jude,The Beatles,7843,7.58
1794,2024-10-05 08:39:00,Hey Jude,The Beatles,7730,7.56
1405,2024-07-08 21:53:00,Billie Jean,Michael Jackson,8034,4.42
1448,2024-06-05 03:15:00,Stairway to Heaven,Led Zeppelin,8173,6.66
1410,2024-01-29 18:13:00,Hotel California,Eagles,6105,8.31
1650,2024-07-12 17:20:00,Billie Jean,Michael Jackson,7101,5.17
1704,2024-02-11 09:58:00,Comfortably Numb,Pink Floyd,9190,8.14
1756,2024-05-07 01:57:00,Hey Jude,The Beatles,5465,5.3
1574,2024-10-23 17:08:00,Billie Jean,Michael Jackson,8272,5.38
1194,2024-03-14 10:53:00,Bohemian Rhapsody,Queen,6351,5.75
1642,2024-07-06 22:59:00,Like a Prayer,Madonna,9436,6.18
1357,2024-05-01 00:10:00,Billie Jean,Michael Jackson,5224,5.55
1655,2024-04-25 00:34:00,Billie Jean,Michael Jackson,5444,7.88
1313,2024-12-05 11:54:00,Back in Black,AC/DC,8791,5.74
1260,2024-12-20 00:13:00,Back in Black,AC/DC,9181,3.47
1267,2024-03-21 13:22:00,Billie Jean,Michael Jackson,8062,7.85
1624,2024-05-18 22:42:00,Like a Prayer,Madonna,6412,3.24
1857,2024-12-09 09:58:00,Comfortably Numb,Pink Floyd,7929,4.38
1402,2024-11-17 00:36:00,Bohemian Rhapsody,Queen,5194,8.41
1844,2024-11-14 08:45:00,Billie Jean,Michael Jackson,5532,7.12
1614,2024-02-11 18:05:00,Comfortably Numb,Pink Floyd,5091,6.07
1870,2024-08-07 06:37:00,Back in Black,AC/DC,8757,3.02
1798,2024-06-09 01:39:00,Stairway to Heaven,Led Zeppelin,5767,4.09
1222,2024-04-11 08:08:00,Like a Prayer,Madonna,7908,3.45
1434,2024-11-08 19:11:00,Back in Black,AC/DC,7927,3.99
1492,2024-07-21 20:37:00,Hotel California,Eagles,8145,6.92
1791,2024-07-08 16:19:00,Back in Black,AC/DC,7120,8.33
1733,2024-04-13 18:22:00,Stairway to Heaven,Led Zeppelin,7998,5.46
1939,2024-02-22 14:08:00,Stairway to Heaven,Led Zeppelin,9508,4.13
1845,2024-07-23 10:36:00,Smells Like Teen Spirit,Nirvana,5671,2.69
1370,2024-02-19 17:05:00,Billie Jean,Michael Jackson,7276,3.44
1595,2024-06-16 14:22:00,Comfortably Numb,Pink Floyd,7289,5.84
1302,2024-10-10 08:10:00,Smells Like Teen Spirit,Nirvana,8173,4.18
1103,2024-04-08 06:16:00,With or Without You,U2,7023,2.54
1845,2024-02-01 18:51:00,Bohemian Rhapsody,Queen,5179,2.94
1146,2024-09-18 13:01:00,Billie Jean,Michael Jackson,5975,3.17
1215,2024-10-06 03:17:00,Back in Black,AC/DC,6557,3.66
1114,2024-01-21 01:44:00,Hey Jude,The Beatles,8434,4.12
1146,2024-12-19 01:26:00,Billie Jean,Michael Jackson,7858,7.89
1759,2024-05-15 16:01:00,Stairway to Heaven,Led Zeppelin,7572,7.59
1267,2024-10-03 00:09:00,Comfortably Numb,Pink Floyd,5725,7.66
1647,2024-12-05 05:47:00,Like a Prayer,Madonna,8698,6.72
1086,2024-11-26 09:45:00,Comfortably Numb,Pink Floyd,8434,7.18
1772,2024-05-07 02:19:00,With or Without You,U2,9271,2.59
1988,2024-06-04 07:24:00,Hey Jude,The Beatles,9612,7.42
1292,2024-03-13 17:47:00,Hotel California,Eagles,8475,3.86
1775,2024-09-01 15:01:00,Stairway to Heaven,Led Zeppelin,5250,6.34
1774,2024-05-16 18:40:00,Hotel California,Eagles,5821,2.7
1517,2024-08-28 17:57:00,Hey Jude,The Beatles,9662,6.43
1387,2024-08-06 02:13:00,Back in Black,AC/DC,7858,2.99
1923,2024-03-25 13:50:00,Like a Prayer,Madonna,5375,6.91
1765,2024-10-02 19:20:00,Like a Prayer,Madonna,9033,7.49
1156,2024-01-04 06:36:00,Back in Black,AC/DC,8631,4.62
1316,2024-06-04 13:53:00,Hey Jude,The Beatles,6610,8.25
1185,2024-08-29 19:10:00,Back in Black,AC/DC,6498,3.82
1552,2024-01-04 05:12:00,With or Without You,U2,9726,6.79
1881,2024-03-26 00:21:00,Bohemian Rhapsody,Queen,9191,6.21
1964,2024-10-01 07:47:00,With or Without You,U2,6018,2.68
1876,2024-01-04 08:35:00,Billie Jean,Michael Jackson,5441,4.92
1773,2024-05-03 19:20:00,Comfortably Numb,Pink Floyd,7234,8.15
1272,2024-09-19 07:12:00,Back in Black,AC/DC,7390,4.31
1327,2024-10-29 11:01:00,Hotel California,Eagles,5226,7.01
1688,2024-08-03 10:13:00,Back in Black,AC/DC,8540,7.23
1218,2024-09-27 05:37:00,With or Without You,U2,7854,3.73
1934,2024-04-04 05:22:00,With or Without You,U2,6514,4.95
1861,2024-12-19 21:52:00,Bohemian Rhapsody,Queen,6266,2.98
1327,2024-02-22 05:31:00,Bohemian Rhapsody,Queen,9385,6.33
1900,2024-09-29 12:08:00,Bohemian Rhapsody,Queen,6154,2.93
1577,2024-08-04 13:39:00,Hey Jude,The Beatles,9059,4.84
1378,2024-03-11 21:26:00,Hotel California,Eagles,6520,2.5
1318,2024-07-20 12:40:00,Bohemian Rhapsody,Queen,8424,3.21
1399,2024-12-12 21:30:00,Hey Jude,The Beatles,8764,2.74
1299,2024-11-03 14:46:00,Hotel California,Eagles,6324,8.05
1357,2024-12-08 08:06:00,With or Without You,U2,5403,7.83
1442,2024-01-14 05:28:00,Hey Jude,The Beatles,6318,6.0
1426,2024-01-16 16:43:00,Comfortably Numb,Pink Floyd,5345,7.68
1722,2024-06-23 18:02:00,Back in Black,AC/DC,8431,3.71
1402,2024-12-30 08:44:00,Bohemian Rhapsody,Queen,9015,6.24
1968,2024-11-19 10:16:00,Hey Jude,The Beatles,6208,6.57
1894,2024-08-21 13:01:00,Hotel California,Eagles,6035,2.7
1455,2024-11-27 03:22:00,Bohemian Rhapsody,Queen,8160,5.64
1284,2024-09-20 00:01:00,Bohemian Rhapsody,Queen,8431,7.66
1351,2024-01-15 08:12:00,With or Without You,U2,7012,6.05
1012,2024-03-09 16:20:00,Stairway to Heaven,Led Zeppelin,9815,6.97
1645,2024-01-02 16:34:00,Hotel California,Eagles,7411,8.32
1342,2024-02-20 17:49:00,Smells Like Teen Spirit,Nirvana,6166,5.11
1411,2024-01-30 21:32:00,Bohemian Rhapsody,Queen,8853,3.69
1027,2024-06-17 07:51:00,Like a Prayer,Madonna,8005,2.75
1983,2024-08-10 23:12:00,Hey Jude,The Beatles,6980,6.21
1841,2024-07-21 21:08:00,Smells Like Teen Spirit,Nirvana,7596,6.47
1461,2024-04-04 20:33:00,Hey Jude,The Beatles,6629,3.71
1634,2024-11-10 17:41:00,With or Without You,U2,7387,8.37
1322,2024-07-25 06:08:00,Smells Like Teen Spirit,Nirvana,9366,5.09
1503,2024-07-19 20:07:00,With or Without You,U2,7189,7.62
1519,2024-02-15 19:54:00,Bohemian Rhapsody,Queen,7404,6.5
1194,2024-09-07 10:59:00,Stairway to Heaven,Led Zeppelin,8782,6.42
1882,2024-12-13 13:37:00,Smells Like Teen Spirit,Nirvana,8170,6.81
1519,2024-05-07 01:49:00,Stairway to Heaven,Led Zeppelin,5165,5.56
1568,2024-11-03 22:24:00,Hey Jude,The Beatles,9184,5.54
1984,2024-03-04 08:41:00,Hotel California,Eagles,8428,4.38
1095,2024-07-28 06:32:00,Smells Like Teen Spirit,Nirvana,6318,6.31
1979,2024-01-13 05:09:00,Hotel California,Eagles,9379,7.72
1691,2024-03-05 06:09:00,Hotel California,Eagles,5443,4.51
1998,2024-03-10 17:37:00,With or Without You,U2,7600,3.61
1303,2024-12-07 16:31:00,Billie Jean,Michael Jackson,5823,2.88
1005,2024-05-29 06:14:00,Hey Jude,The Beatles,7902,8.32
1215,2024-08-26 01:07:00,With or Without You,U2,7543,3.28
1994,2024-04-05 08:08:00,With or Without You,U2,5668,6.88
1587,2024-09-03 03:50:00,Back in Black,AC/DC,9810,3.0
1619,2024-10-07 10:35:00,Hey Jude,The Beatles,7594,6.15
1799,2024-01-27 03:55:00,Like a Prayer,Madonna,7759,5.96
1606,2024-04-08 18:30:00,Comfortably Numb,Pink Floyd,9540,7.96
1132,2024-07-10 05:05:00,Hey Jude,The Beatles,5193,3.72
1751,2024-12-07 06:59:00,Hotel California,Eagles,7063,5.38
1645,2024-10-17 23:43:00,Smells Like Teen Spirit,Nirvana,6648,7.93
1586,2024-07-08 12:56:00,Bohemian Rhapsody,Queen,9047,7.42
1464,2024-03-01 12:18:00,Smells Like Teen Spirit,Nirvana,9530,3.77
1019,2024-02-26 09:46:00,Hey Jude,The Beatles,9182,4.62
1794,2024-12-08 11:17:00,Smells Like Teen Spirit,Nirvana,7876,3.3
1059,2024-10-10 04:47:00,Hey Jude,The Beatles,5734,4.05
1562,2024-06-23 09:21:00,With or Without You,U2,5988,2.72
1088,2024-07-27 00:54:00,Like a Prayer,Madonna,6765,5.96
1107,2024-05-06 04:08:00,With or Without You,U2,6617,3.25
1862,2024-03-09 10:16:00,Back in Black,AC/DC,7862,8.14
1864,2024-12-23 05:06:00,Hey Jude,The Beatles,8793,4.67
1873,2024-03-23 02:31:00,Back in Black,AC/DC,9523,5.26
1904,2024-12-20 05:53:00,Back in Black,AC/DC,9135,2.58
1757,2024-04-26 13:45:00,Hotel California,Eagles,6399,8.12
1475,2024-02-12 01:57:00,Hotel California,Eagles,6679,7.32
1629,2024-03-07 16:47:00,Back in Black,AC/DC,7323,4.53
1953,2024-12-22 07:18:00,Bohemian Rhapsody,Queen,8378,5.42
1480,2024-01-06 02:18:00,Comfortably Numb,Pink Floyd,8606,6.59
1006,2024-11-21 10:20:00,Bohemian Rhapsody,Queen,6739,5.71
1224,2024-01-30 09:47:00,Billie Jean,Michael Jackson,8906,4.46
1537,2024-02-12 04:17:00,Back in Black,AC/DC,8403,7.04
1057,2024-07-15 07:15:00,Stairway to Heaven,Led Zeppelin,7778,5.9
1856,2024-09-07 21:29:00,Hotel California,Eagles,5076,8.3
1646,2024-05-12 03:46:00,Smells Like Teen Spirit,Nirvana,8358,2.78
1306,2024-11-29 01:10:00,Bohemian Rhapsody,Queen,8038,5.14
1105,2024-08-12 06:33:00,Smells Like Teen Spirit,Nirvana,9580,6.91
1714,2024-11-11 06:23:00,Hey Jude,The Beatles,6751,6.74
1549,2024-06-19 16:41:00,With or Without You,U2,9950,5.21
1391,2024-10-25 17:02:00,Back in Black,AC/DC,7671,6.86
1905,2024-08-08 19:42:00,Billie Jean,Michael Jackson,6142,6.43
1313,2024-05-23 04:00:00,Back in Black,AC/DC,6342,4.71
1219,2024-02-21 20:17:00,Like a Prayer,Madonna,8291,5.16
1568,2024-10-22 22:20:00,Like a Prayer,Madonna,8019,7.77
1404,2024-10-03 10:55:00,Comfortably Numb,Pink Floyd,8814,2.94
1573,2024-08-06 23:10:00,Hey Jude,The Beatles,7087,4.25
1378,2024-04-02 18:55:00,Comfortably Numb,Pink Floyd,7745,2.64
1764,2024-05-27 04:18:00,Like a Prayer,Madonna,7966,6.43
1666,2024-10-15 17:48:00,Smells Like Teen Spirit,Nirvana,5159,4.1
1764,2024-08-06 12:52:00,Comfortably Numb,Pink Floyd,8857,5.06
1781,2024-08-22 19:08:00,Bohemian Rhapsody,Queen,9417,4.51
1388,2024-09-07 16:41:00,Back in Black,AC/DC,8501,7.57
1123,2024-11-06 00:02:00,Comfortably Numb,Pink Floyd,6053,7.21
1617,2024-07-29 20:48:00,Hotel California,Eagles,8340,4.51
1930,2024-05-11 20:01:00,Back in Black,AC/DC,7026,3.51
1506,2024-11-22 04:50:00,Hotel California,Eagles,6946,4.34
1111,2024-12-24 13:05:00,Back in Black,AC/DC,8974,5.55
1069,2024-05-13 19:40:00,Back in Black,AC/DC,9916,7.05
1457,2024-12-14 01:11:00,Bohemian Rhapsody,Queen,7927,5.21
1644,2024-08-20 14:48:00,Stairway to Heaven,Led Zeppelin,6516,8.5
1385,2024-12-30 07:06:00,Hotel California,Eagles,9081,6.57
1662,2024-01-18 12:02:00,Hotel California,Eagles,6935,7.69
1144,2024-05-15 21:45:00,Back in Black,AC/DC,7700,7.53
1591,2024-11-19 08:33:00,Billie Jean,Michael Jackson,7318,2.65
1271,2024-05-30 08:59:00,Smells Like Teen Spirit,Nirvana,5491,7.95
1548,2024-12-24 13:36:00,Billie Jean,Michael Jackson,9054,6.4
1121,2024-02-09 09:18:00,Stairway to Heaven,Led Zeppelin,7361,6.27
1205,2024-08-17 11:48:00,Bohemian Rhapsody,Queen,9044,8.16
1966,2024-09-08 11:30:00,Comfortably Numb,Pink Floyd,9093,4.66
1514,2024-09-15 07:32:00,With or Without You,U2,9737,8.31
1112,2024-06-11 23:45:00,Billie Jean,Michael Jackson,5220,3.31
1465,2024-08-25 05:33:00,Hotel California,Eagles,9531,5.24
1056,2024-02-25 15:00:00,Comfortably Numb,Pink Floyd,6259,5.12
1362,2024-01-10 23:49:00,Smells Like Teen Spirit,Nirvana,8250,7.36
1994,2024-06-29 07:46:00,Hey Jude,The Beatles,6934,3.2
1333,2024-09-12 05:09:00,Smells Like Teen Spirit,Nirvana,7495,7.05
1940,2024-11-15 08:47:00,With or Without You,U2,7668,2.72
1020,2024-06-01 03:37:00,Back in Black,AC/DC,5179,5.59
1217,2024-05-11 20:40:00,Hotel California,Eagles,5707,5.89
1758,2024-07-23 19:07:00,Like a Prayer,Madonna,5858,3.05
1788,2024-09-21 03:49:00,Billie Jean,Michael Jackson,7119,4.96
1521,2024-01-29 22:07:00,Back in Black,AC/DC,9920,4.37
1290,2024-07-24 15:34:00,Like a Prayer,Madonna,8559,3.14
1316,2024-07-09 15:11:00,Like a Prayer,Madonna,6655,4.36
1210,2024-06-21 23:49:00,Hotel California,Eagles,7533,2.73
1001,2024-11-05 02:23:00,With or Without You,U2,6120,4.85
1448,2024-03-21 22:36:00,Comfortably Numb,Pink Floyd,9126,7.17
1731,2024-07-17 02:48:00,Smells Like Teen Spirit,Nirvana,5897,5.52
1128,2024-08-16 18:00:00,Bohemian Rhapsody,Queen,7204,5.44
1071,2024-10-27 23:15:00,With or Without You,U2,8833,7.91
1788,2024-11-25 11:32:00,Comfortably Numb,Pink Floyd,9607,7.46
1624,2024-02-28 05:48:00,Stairway to Heaven,Led Zeppelin,8191,3.08
1770,2024-04-15 19:04:00,Hotel California,Eagles,6332,5.01
1982,2024-10-17 12:21:00,Billie Jean,Michael Jackson,7402,6.68
1550,2024-11-03 00:26:00,Smells Like Teen Spirit,Nirvana,9748,5.67
1310,2024-10-08 00:54:00,Bohemian Rhapsody,Queen,8179,6.31
1376,2024-05-13 10:42:00,Smells Like Teen Spirit,Nirvana,7773,6.54
1105,2024-12-15 05:54:00,Bohemian Rhapsody,Queen,8002,7.46
1510,2024-02-10 08:29:00,Smells Like Teen Spirit,Nirvana,6274,4.11
1989,2024-12-20 07:55:00,Stairway to Heaven,Led Zeppelin,9373,6.36
1249,2024-09-30 14:11:00,Like a Prayer,Madonna,6519,5.68
1460,2024-06-27 21:05:00,Hey Jude,The Beatles,7389,5.11
1101,2024-04-20 03:43:00,Hey Jude,The Beatles,9627,2.56
1620,2024-09-30 11:04:00,Back in Black,AC/DC,8586,8.31
1448,2024-09-09 23:29:00,Billie Jean,Michael Jackson,7740,5.36
1879,2024-09-20 15:20:00,Like a Prayer,Madonna,6131,8.02
1869,2024-05-05 20:45:00,Hey Jude,The Beatles,9849,7.01
1494,2024-10-09 14:53:00,Like a Prayer,Madonna,7686,3.96
1532,2024-03-12 13:46:00,Stairway to Heaven,Led Zeppelin,5095,5.36
1458,2024-05-16 06:11:00,Billie Jean,Michael Jackson,5137,7.96
1325,2024-09-06 15:54:00,Stairway to Heaven,Led Zeppelin,5268,6.77
1066,2024-09-06 01:56:00,Smells Like Teen Spirit,Nirvana,5519,2.51
1659,2024-07-24 18:13:00,Smells Like Teen Spirit,Nirvana,5198,5.5
1681,2024-05-14 09:17:00,Hey Jude,The Beatles,6873,4.23
