2024-11-01,Laptop,1048.4,Hyderabad,CUST00133,4
2024-08-05,Laptop,4131.62,Pune,CUST00660,5
2024-09-05,Printer,2732.92,Hyderabad,CUST00361,5
2024-03-19,Headphones,4745.97,Mumbai,CUST00877,2
2024-01-24,Webcam,448.81,Mumbai,CUST00609,2
2024-04-30,Keyboard,4191.08,Ahmedabad,CUST00091,1
2024-05-26,Headphones,2367.17,Chennai,CUST00926,5
2024-08-27,Monitor,273.24,Mumbai,CUST00349,3
2024-01-15,Mouse,3496.55,Pune,CUST00763,1
2024-02-17,Keyboard,4593.2,Ahmedabad,CUST00703,1
2024-05-04,Printer,1551.78,Bangalore,CUST00310,3
2024-04-23,Keyboard,735.2,Kolkata,CUST00475,1
2024-08-24,Scanner,2389.36,Chennai,CUST00137,1
2024-12-25,Monitor,1390.15,Delhi,CUST00210,3
2024-02-02,Webcam,3891.85,Mumbai,CUST00030,2
2024-02-10,Scanner,3250.95,Delhi,CUST00589,2
2024-11-07,Webcam,1620.14,Delhi,CUST00916,4
2024-07-05,Keyboard,657.43,Pune,CUST00720,5
2024-02-19,Webcam,498.45,Chennai,CUST00597,5
2024-03-06,Keyboard,4111.03,Ahmedabad,CUST00483,5
2024-02-17,Mouse,741.92,Bangalore,CUST00050,5
2024-05-09,Headphones,3763.12,Bangalore,CUST00534,5
2024-04-24,Printer,2185.13,Kolkata,CUST00531,5
2024-10-05,Printer,230.14,Hyderabad,CUST00989,1
2024-06-03,Monitor,1628.58,Hyderabad,CUST00197,1
2024-06-08,Monitor,2357.56,Kolkata,CUST00834,1
2024-11-17,Headphones,2218.71,Ahmedabad,CUST00716,3
2024-08-17,Monitor,1165.09,Delhi,CUST00934,2
2024-07-19,Headphones,2657.9,Pune,CUST00661,2
2024-08-02,Webcam,4721.21,Pune,CUST00831,5
2024-09-12,Headphones,848.9,Ahmedabad,CUST00411,2
2024-08-08,Monitor,4193.07,Mumbai,CUST00909,1
2024-05-01,Headphones,3242.7,Ahmedabad,CUST00002,1
2024-07-18,Mouse,3465.27,Mumbai,CUST00677,4
2024-12-14,Mouse,657.72,Mumbai,CUST00553,5
2024-07-03,Laptop,4367.55,Kolkata,CUST00230,2
2024-10-13,Monitor,2034.34,Ahmedabad,CUST00778,2
2024-06-13,Mouse,1811.74,Ahmedabad,CUST00564,5
2024-04-10,Printer,4035.82,Hyderabad,CUST00315,3
2024-01-26,Keyboard,2290.76,Ahmedabad,CUST00333,5
2024-07-28,Headphones,2530.31,Pune,CUST00589,1
2024-03-28,Monitor,2913.06,Kolkata,CUST00572,1
2024-11-13,Keyboard,3933.09,Chennai,CUST00834,3
2024-05-20,Scanner,3598.04,Pune,CUST00103,2
2024-08-11,Headphones,571.25,Delhi,CUST00298,3
2024-03-26,Laptop,4835.2,Mumbai,CUST00723,2
2024-08-15,Monitor,273.18,Bangalore,CUST00734,4
2024-01-29,Keyboard,1421.15,Hyderabad,CUST00787,4
2024-03-06,Scanner,1032.91,Hyderabad,CUST00735,2
2024-01-23,Printer,3996.84,Mumbai,CUST00026,4
2024-05-03,Printer,1489.3,Kolkata,CUST00845,5
2024-04-23,Mouse,3268.74,Hyderabad,CUST00577,4
2024-08-22,Mouse,3648.46,Bangalore,CUST00035,1
2024-02-28,Laptop,1298.51,Chennai,CUST00036,1
2024-12-30,Printer,2653.81,Delhi,CUST00116,4
2024-02-27,Headphones,4204.57,Pune,CUST00747,3
2024-02-05,Monitor,2038.74,Ahmedabad,CUST00322,4
2024-08-22,Mouse,946.41,Kolkata,CUST00099,5
2024-12-05,Scanner,4387.53,Mumbai,CUST00189,1
2024-12-20,Webcam,3572.24,Bangalore,CUST00294,2
2024-01-12,Printer,4381.53,Pune,CUST00553,2
2024-02-24,Scanner,4497.12,Ahmedabad,CUST00430,1
2024-07-10,Laptop,1541.04,Kolkata,CUST00099,3
2024-03-02,Headphones,3459.21,Kolkata,CUST00218,5
2024-05-12,Mouse,4217.31,Pune,CUST00534,3
2024-07-13,Monitor,3783.67,Ahmedabad,CUST00220,4
2024-08-03,Headphones,2207.81,Bangalore,CUST00132,3
2024-12-11,Headphones,485.47,Pune,CUST00369,3
2024-06-04,Headphones,2666.4,Kolkata,CUST00317,2
2024-01-19,Printer,736.99,Mumbai,CUST00141,1
2024-04-24,Scanner,1238.86,Mumbai,CUST00508,2
2024-10-25,Monitor,3433.46,Bangalore,CUST00035,4
2024-11-18,Mouse,4281.63,Kolkata,CUST00767,5
2024-01-08,Keyboard,574.46,Mumbai,CUST00266,4
2024-01-27,Scanner,3383.78,Hyderabad,CUST00584,2
2024-07-21,Laptop,939.81,Kolkata,CUST00112,2
2024-06-30,Laptop,3712.65,Ahmedabad,CUST00756,4
2024-09-19,Webcam,955.82,Ahmedabad,CUST00120,3
2024-08-15,Headphones,1057.03,Kolkata,CUST00715,5
2024-02-03,Laptop,4092.64,Bangalore,CUST00169,1
2024-05-12,Webcam,1016.02,Mumbai,CUST00745,1
2024-03-01,Mouse,4233.21,Hyderabad,CUST00822,4
2024-02-26,Headphones,4525.11,Kolkata,CUST00293,1
2024-07-18,Webcam,1415.71,Ahmedabad,CUST00233,2
2024-11-05,Headphones,3259.28,Kolkata,CUST00164,1
2024-09-28,Webcam,4429.72,Ahmedabad,CUST00957,1
2024-01-01,Headphones,4051.06,Mumbai,CUST00798,2
2024-12-04,Monitor,4136.68,Pune,CUST00639,5
2024-09-04,Laptop,1392.53,Kolkata,CUST00546,3
2024-04-28,Printer,4985.55,Delhi,CUST00771,4
2024-05-16,Printer,1107.5,Ahmedabad,CUST00007,4
2024-04-16,Headphones,1265.52,Hyderabad,CUST00958,4
2024-11-28,Laptop,4980.08,Kolkata,CUST00861,2
2024-11-06,Headphones,4835.54,Pune,CUST00975,5
2024-01-20,Laptop,989.14,Pune,CUST00416,3
2024-04-30,Webcam,1247.19,Mumbai,CUST00403,2
2024-12-08,Webcam,1802.13,Ahmedabad,CUST00098,1
2024-04-01,Headphones,2858.61,Ahmedabad,CUST00281,2
2024-12-06,Printer,1834.38,Pune,CUST00792,4
2024-08-13,Printer,2168.61,Bangalore,CUST00068,4
2024-10-01,Mouse,3115.46,Chennai,CUST00405,4
2024-02-17,Laptop,2374.65,Mumbai,CUST00214,5
2024-09-13,Keyboard,3005.24,Bangalore,CUST00918,2
2024-10-02,Keyboard,460.91,Bangalore,CUST00446,4
2024-06-06,Laptop,1306.9,Kolkata,CUST00191,4
2024-06-12,Webcam,2322.74,Bangalore,CUST00563,3
2024-08-13,Printer,2727.96,Ahmedabad,CUST00173,2
2024-01-15,Printer,1892.35,Bangalore,CUST00325,2
2024-10-05,Keyboard,3032.81,Chennai,CUST00325,4
2024-11-26,Headphones,4892.95,Delhi,CUST00874,4
2024-07-27,Webcam,2567.13,Kolkata,CUST00504,5
2024-05-24,Monitor,4188.81,Kolkata,CUST00572,4
2024-02-17,Laptop,420.74,Kolkata,CUST00195,1
2024-08-11,Mouse,2554.94,Delhi,CUST00027,1
2024-04-09,Monitor,780.14,Hyderabad,CUST00422,2
2024-04-08,Printer,3523.58,Chennai,CUST00552,5
2024-02-28,Laptop,354.12,Pune,CUST00882,3
2024-04-30,Keyboard,3896.96,Hyderabad,CUST00215,1
2024-03-02,Printer,4153.45,Pune,CUST00676,4
2024-06-22,Webcam,4496.57,Pune,CUST00954,1
2024-05-04,Printer,1908.02,Delhi,CUST00007,3
2024-09-25,Keyboard,3632.08,Delhi,CUST00410,2
2024-10-13,Headphones,4560.76,Mumbai,CUST00357,4
2024-02-17,Scanner,1358.34,Kolkata,CUST00051,1
2024-09-08,Monitor,1864.69,Mumbai,CUST00314,1
2024-01-01,Mouse,3680.77,Mumbai,CUST00927,4
2024-01-02,Printer,875.27,Kolkata,CUST00161,4
2024-08-14,Headphones,2368.04,Bangalore,CUST00604,4
2024-06-15,Webcam,1915.36,Chennai,CUST00424,1
2024-02-26,Laptop,4951.2,Ahmedabad,CUST00572,5
2024-06-10,Laptop,915.31,Delhi,CUST00550,3
2024-04-15,Scanner,2117.58,Chennai,CUST00657,4
2024-09-02,Webcam,2053.27,Pune,CUST00440,4
2024-07-09,Webcam,2111.72,Pune,CUST00765,3
2024-10-09,Scanner,885.22,Pune,CUST00883,3
2024-02-09,Laptop,826.91,Hyderabad,CUST00593,3
2024-01-04,Laptop,1499.29,Pune,CUST00094,2
2024-11-04,Monitor,3194.11,Mumbai,CUST00581,2
2024-07-02,Webcam,4428.77,Bangalore,CUST00517,3
2024-12-17,Headphones,3840.25,Bangalore,CUST00129,4
2024-11-28,Laptop,3621.62,Chennai,CUST00256,1
2024-06-26,Keyboard,1534.08,Bangalore,CUST00602,4
2024-01-29,Keyboard,3899.26,Bangalore,CUST00578,3
2024-09-12,Keyboard,2260.04,Bangalore,CUST00613,1
2024-07-10,Headphones,1266.96,Pune,CUST00555,2
2024-11-16,Mouse,1594.33,Mumbai,CUST00142,1
2024-04-17,Mouse,4729.2,Hyderabad,CUST00797,3
2024-02-21,Keyboard,2366.39,Bangalore,CUST00319,1
2024-01-17,Headphones,4330.23,Pune,CUST00469,1
2024-10-24,Keyboard,4961.84,Bangalore,CUST00705,5
2024-09-29,Printer,3488.93,Mumbai,CUST00916,5
2024-02-17,Webcam,1737.28,Pune,CUST00909,5
2024-10-22,Laptop,1336.27,Ahmedabad,CUST00352,5
2024-02-16,Keyboard,4749.18,Chennai,CUST00443,2
2024-07-29,Monitor,711.13,Kolkata,CUST00656,2
2024-07-04,Webcam,3162.85,Kolkata,CUST00562,2
2024-10-17,Scanner,681.0,Chennai,CUST00730,5
2024-05-02,Mouse,1434.68,Bangalore,CUST00592,4
2024-03-22,Laptop,4964.93,Bangalore,CUST00582,1
2024-01-05,Keyboard,2380.62,Bangalore,CUST00002,3
2024-07-24,Headphones,4438.88,Hyderabad,CUST00615,3
2024-12-03,Scanner,3957.88,Chennai,CUST00632,1
2024-04-14,Monitor,4007.62,Hyderabad,CUST00870,4
2024-04-08,Mouse,827.16,Bangalore,CUST00268,4
2024-04-14,Keyboard,3771.89,Bangalore,CUST00361,2
2024-10-24,Laptop,4564.08,Chennai,CUST00414,3
2024-09-10,Scanner,2320.75,Mumbai,CUST00377,4
2024-06-23,Keyboard,2173.57,Pune,CUST00686,3
2024-12-13,Monitor,857.39,Chennai,CUST00362,4
2024-11-26,Mouse,807.92,Delhi,CUST00617,4
2024-01-29,Mouse,311.99,Bangalore,CUST00403,3
2024-12-04,Laptop,4213.57,Kolkata,CUST00972,3
2024-11-14,Headphones,2669.95,Bangalore,CUST00695,5
2024-09-04,Headphones,1937.88,Delhi,CUST00194,5
2024-09-14,Laptop,434.31,Mumbai,CUST00059,3
2024-08-06,Headphones,1253.6,Chennai,CUST00910,1
2024-09-03,Laptop,1779.7,Pune,CUST00227,5
2024-04-01,Scanner,3010.91,Hyderabad,CUST00743,3
2024-09-22,Monitor,3993.38,Bangalore,CUST00982,2
2024-11-07,Monitor,3337.28,Kolkata,CUST00399,5
2024-04-26,Laptop,3974.77,Kolkata,CUST00968,3
2024-06-26,Scanner,2470.57,Pune,CUST00689,1
2024-07-02,Webcam,1790.45,Ahmedabad,CUST00192,5
2024-03-13,Webcam,751.56,Delhi,CUST00751,1
2024-03-25,Webcam,4848.04,Chennai,CUST00752,3
2024-07-10,Printer,950.61,Hyderabad,CUST00886,2
2024-06-05,Webcam,4445.97,Mumbai,CUST00607,3
2024-12-10,Laptop,567.78,Ahmedabad,CUST00036,4
2024-05-21,Printer,253.39,Delhi,CUST00721,3
2024-09-13,Printer,3617.24,Mumbai,CUST00567,2
2024-04-28,Headphones,3044.75,Hyderabad,CUST00453,3
2024-01-28,Scanner,3441.47,Kolkata,CUST00464,4
2024-03-01,Headphones,2264.36,Pune,CUST00325,2
2024-05-09,Webcam,736.79,Pune,CUST00901,2
2024-02-21,Scanner,3284.88,Pune,CUST00126,3
2024-10-05,Mouse,4053.66,Bangalore,CUST00586,3
2024-06-23,Keyboard,3029.75,Delhi,CUST00684,3
2024-01-02,Keyboard,1083.28,Kolkata,CUST00704,3
2024-11-08,Headphones,2264.21,Ahmedabad,CUST00800,4
2024-06-17,Headphones,2418.32,Pune,CUST00024,4
2024-01-26,Laptop,681.65,Pune,CUST00902,1
2024-12-01,Headphones,3290.2,Kolkata,CUST00067,5
2024-03-05,Printer,2392.64,Ahmedabad,CUST00009,1
2024-01-05,Headphones,4721.05,Hyderabad,CUST00639,4
2024-12-03,Monitor,4020.07,Chennai,CUST00757,2
2024-08-27,Mouse,911.28,Pune,CUST00384,4
2024-01-12,Mouse,3037.11,Pune,CUST00953,5
2024-02-06,Headphones,3918.75,Mumbai,CUST00528,5
2024-02-10,Headphones,304.61,Mumbai,CUST00931,1
2024-05-01,Mouse,3512.31,Pune,CUST00274,4
2024-03-15,Mouse,2252.46,Pune,CUST00565,2
2024-05-21,Scanner,2327.85,Mumbai,CUST00264,4
2024-06-04,Monitor,600.81,Kolkata,CUST00307,3
2024-08-25,Headphones,2288.05,Chennai,CUST00280,5
2024-10-03,Headphones,1100.25,Bangalore,CUST00704,3
2024-12-13,Laptop,2478.47,Mumbai,CUST00975,4
2024-06-09,Printer,3419.52,Bangalore,CUST00240,1
2024-07-19,Keyboard,156.71,Chennai,CUST00590,1
2024-11-19,Headphones,3909.04,Chennai,CUST00306,3
2024-02-22,Monitor,4719.61,Hyderabad,CUST00513,5
2024-07-08,Webcam,420.11,Kolkata,CUST00155,5
2024-02-01,Monitor,1929.18,Delhi,CUST00379,4
2024-07-11,Webcam,4400.59,Kolkata,CUST00695,2
2024-07-01,Webcam,2967.14,Pune,CUST00517,3
2024-08-18,Monitor,4726.79,Mumbai,CUST00938,4
2024-01-21,Laptop,1926.13,Hyderabad,CUST00204,5
2024-12-12,Laptop,2443.02,Delhi,CUST00806,5
2024-09-15,Mouse,2429.61,Pune,CUST00771,3
2024-05-21,Scanner,1833.61,Chennai,CUST00157,1
2024-01-20,Printer,4699.7,Chennai,CUST00752,4
2024-05-30,Laptop,1232.45,Kolkata,CUST00739,2
2024-09-08,Mouse,3281.09,Mumbai,CUST00131,1
2024-07-10,Scanner,3307.05,Hyderabad,CUST00843,1
2024-06-25,Laptop,1904.83,Chennai,CUST00895,2
2024-09-30,Headphones,2389.36,Chennai,CUST00070,5
2024-08-19,Webcam,2431.31,Kolkata,CUST00876,3
2024-04-25,Keyboard,2869.43,Chennai,CUST00151,1
2024-01-25,Headphones,2306.23,Pune,CUST00573,4
2024-12-27,Monitor,1971.91,Mumbai,CUST00553,1
2024-02-02,Mouse,142.07,Kolkata,CUST00012,3
2024-06-14,Keyboard,4056.11,Mumbai,CUST00634,5
2024-05-09,Scanner,442.28,Mumbai,CUST00657,4
2024-07-11,Keyboard,3830.83,Hyderabad,CUST00873,3
2024-09-06,Laptop,1175.6,Kolkata,CUST00043,2
2024-07-20,Headphones,2775.03,Hyderabad,CUST00208,4
2024-10-27,Mouse,4309.82,Mumbai,CUST00692,3
2024-09-10,Monitor,2601.48,Hyderabad,CUST00319,4
2024-01-25,Keyboard,4186.32,Delhi,CUST00251,4
2024-10-24,Printer,4211.87,Delhi,CUST00668,2
2024-05-04,Headphones,4187.18,Bangalore,CUST00326,3
2024-08-28,Monitor,4571.32,Mumbai,CUST00773,5
2024-02-27,Headphones,1726.13,Pune,CUST00312,1
2024-11-03,Scanner,2392.98,Mumbai,CUST00975,4
2024-10-05,Webcam,3712.15,Ahmedabad,CUST00850,4
2024-11-01,Keyboard,587.97,Hyderabad,CUST00318,3
2024-07-22,Mouse,1940.22,Delhi,CUST00370,2
2024-09-30,Mouse,3110.8,Mumbai,CUST00268,3
2024-02-11,Headphones,2475.02,Delhi,CUST00733,3
2024-10-09,Monitor,3063.81,Ahmedabad,CUST00416,4
2024-02-17,Headphones,1295.32,Mumbai,CUST00576,5
2024-11-23,Printer,1960.73,Ahmedabad,CUST00426,2
2024-04-20,Laptop,761.84,Chennai,CUST00660,3
2024-12-04,Printer,4901.97,Hyderabad,CUST00182,2
2024-06-09,Laptop,1425.29,Mumbai,CUST00169,5
2024-04-06,Webcam,868.08,Chennai,CUST00999,4
2024-09-29,Scanner,1700.67,Bangalore,CUST00702,5
2024-10-05,Printer,903.71,Mumbai,CUST00461,2
2024-01-13,Webcam,2181.98,Kolkata,CUST00399,5
2024-01-18,Keyboard,1006.6,Ahmedabad,CUST00060,2
2024-09-12,Printer,3869.91,Mumbai,CUST00860,5
2024-12-31,Laptop,1315.24,Kolkata,CUST00655,1
2024-12-30,Printer,4667.29,Kolkata,CUST00737,1
2024-10-25,Scanner,848.23,Ahmedabad,CUST00219,1
2024-09-08,Headphones,3812.39,Kolkata,CUST00317,1
2024-04-29,Keyboard,3632.56,Ahmedabad,CUST00216,1
2024-01-16,Laptop,264.2,Delhi,CUST00031,2
2024-01-08,Scanner,1553.27,Ahmedabad,CUST00997,1
2024-12-27,Keyboard,2269.41,Bangalore,CUST00173,4
2024-03-18,Headphones,2559.28,Bangalore,CUST00097,4
2024-01-24,Printer,1680.13,Ahmedabad,CUST00602,3
2024-04-12,Webcam,2339.43,Mumbai,CUST00474,3
2024-08-24,Printer,399.27,Chennai,CUST00037,1
2024-03-17,Printer,723.74,Mumbai,CUST00159,1
2024-05-19,Monitor,3945.11,Delhi,CUST00271,5
2024-05-09,Monitor,3429.22,Bangalore,CUST00383,3
2024-11-23,Headphones,151.32,Bangalore,CUST00818,2
2024-04-15,Scanner,3900.24,Chennai,CUST00326,4
2024-06-09,Mouse,2421.38,Mumbai,CUST00991,1
2024-02-27,Webcam,3482.74,Mumbai,CUST00786,5
2024-03-25,Monitor,3092.33,Hyderabad,CUST00137,4
2024-06-04,Laptop,2636.58,Chennai,CUST00027,1
2024-07-06,Mouse,2781.4,Hyderabad,CUST00633,4
2024-10-04,Printer,2226.75,Chennai,CUST00991,5
2024-03-07,Webcam,3438.37,Chennai,CUST00955,3
2024-10-01,Laptop,935.66,Mumbai,CUST00597,1
2024-03-02,Keyboard,1401.45,Mumbai,CUST00255,2
2024-12-31,Monitor,2936.05,Bangalore,CUST00268,5
2024-04-14,Headphones,2112.14,Ahmedabad,CUST00635,1
2024-04-21,Scanner,919.57,Hyderabad,CUST00512,2
2024-04-18,Scanner,2999.82,Hyderabad,CUST00294,4
2024-02-26,Scanner,829.9,Hyderabad,CUST00904,3
2024-12-09,Printer,122.19,Chennai,CUST00552,3
2024-01-10,Mouse,1287.78,Chennai,CUST00546,3
2024-11-04,Monitor,2545.0,Kolkata,CUST00787,2
2024-10-29,Laptop,1146.27,Ahmedabad,CUST00931,5
2024-09-28,Webcam,1625.59,Delhi,CUST00436,3
2024-06-11,Laptop,1469.75,Bangalore,CUST00052,4
2024-06-05,Headphones,1001.93,Mumbai,CUST00958,1
2024-12-26,Scanner,2408.63,Bangalore,CUST00438,2
2024-05-04,Laptop,4741.54,Kolkata,CUST00647,5
2024-05-15,Monitor,3767.54,Chennai,CUST00636,2
2024-02-26,Keyboard,3495.95,Ahmedabad,CUST00722,4
2024-02-27,Webcam,4016.09,Kolkata,CUST00787,1
2024-06-12,Monitor,2521.12,Delhi,CUST00822,1
2024-09-12,Printer,1794.05,Kolkata,CUST00227,4
2024-03-19,Monitor,3662.43,Hyderabad,CUST00039,2
2024-06-21,Mouse,562.94,Bangalore,CUST00335,2
2024-04-25,Monitor,202.25,Pune,CUST00871,3
2024-01-10,Keyboard,2167.15,Bangalore,CUST00910,3
2024-10-29,Printer,658.06,Kolkata,CUST00711,4
2024-06-02,Keyboard,4272.03,Chennai,CUST00153,3
2024-12-14,Laptop,1426.94,Ahmedabad,CUST00183,5
2024-04-10,Mouse,3829.93,Pune,CUST00287,2
2024-04-08,Webcam,4849.45,Chennai,CUST00830,4
2024-08-30,Laptop,4418.72,Chennai,CUST00400,3
2024-03-02,Keyboard,600.98,Pune,CUST00683,4
2024-05-29,Printer,1696.05,Ahmedabad,CUST00166,5
2024-11-19,Keyboard,1963.07,Chennai,CUST00982,3
2024-10-02,Mouse,2564.37,Pune,CUST00659,1
2024-01-24,Laptop,2242.25,Hyderabad,CUST00091,2
2024-04-24,Laptop,3550.16,Bangalore,CUST00266,2
2024-12-21,Mouse,527.64,Mumbai,CUST00830,5
2024-01-28,Webcam,4928.19,Bangalore,CUST00316,4
2024-08-02,Laptop,4868.88,Bangalore,CUST00234,5
2024-11-26,Printer,4146.39,Pune,CUST00141,3
2024-09-04,Webcam,2475.06,Ahmedabad,CUST00536,5
2024-10-13,Printer,129.71,Kolkata,CUST00307,2
2024-09-16,Printer,2024.26,Ahmedabad,CUST00491,4
2024-01-03,Monitor,2856.53,Kolkata,CUST00965,4
2024-03-04,Mouse,516.07,Chennai,CUST00661,3
2024-06-15,Laptop,2678.25,Ahmedabad,CUST00020,5
2024-04-12,Laptop,1370.36,Ahmedabad,CUST00534,3
2024-10-08,Laptop,2604.4,Ahmedabad,CUST00995,4
2024-07-06,Mouse,1565.31,Chennai,CUST00536,2
2024-06-12,Scanner,1717.8,Chennai,CUST00233,2
2024-06-09,Headphones,2122.32,Chennai,CUST00976,1
2024-03-19,Keyboard,4359.78,Bangalore,CUST00358,1
2024-07-17,Webcam,3808.3,Pune,CUST00502,4
2024-10-12,Monitor,1618.0,Bangalore,CUST00182,5
2024-05-18,Webcam,1130.83,Bangalore,CUST00658,3
2024-07-24,Headphones,184.37,Bangalore,CUST00253,4
2024-07-29,Scanner,2019.63,Pune,CUST00090,4
2024-09-09,Webcam,2320.76,Mumbai,CUST00328,1
2024-01-31,Printer,1289.59,Kolkata,CUST00535,1
2024-11-08,Headphones,4631.76,Delhi,CUST00298,2
2024-02-03,Keyboard,3187.46,Mumbai,CUST00902,4
2024-02-12,Keyboard,843.51,Pune,CUST00670,3
2024-07-18,Scanner,732.22,Hyderabad,CUST00788,3
2024-11-08,Headphones,254.12,Mumbai,CUST00960,5
2024-05-29,Laptop,4659.17,Hyderabad,CUST00574,1
2024-10-31,Monitor,3647.81,Chennai,CUST00406,1
2024-08-30,Headphones,1463.03,Ahmedabad,CUST00291,4
2024-03-27,Printer,4883.41,Chennai,CUST00398,3
2024-01-01,Monitor,2834.71,Bangalore,CUST00576,3
2024-09-03,Monitor,4082.0,Hyderabad,CUST00915,5
2024-06-27,Monitor,1169.54,Pune,CUST00733,2
2024-09-11,Keyboard,4962.69,Pune,CUST00501,1
2024-10-14,Printer,3559.27,Bangalore,CUST00933,2
